"!!id","!!type","materiale del manufatto","dimensioni alzata","spessore minimo","numero rampe","stile dell'arco","zoom","nome del ponte","materiale spallette","luce effettiva","decorazioni","larghezza minima gradini","superficie calpestabile rampe","superficie sommità","ID del segmento","numero campate","accessibile handicappati","nome del rio","ragione giuridica","n° gradini nord","materiale pav sommità","larghezza media spallette","ID","materiale alzata","intonaco arco","corrimano","anno di costruzione","Y","X","note","freccia","tipologia spallette","larghezza navigabile","franco","dimensioni pedata","lettera civico","intonaco spallette","civico","altezza media spallette","rapporto luce/freccia","n° zucchetta","materiale pedata","n° gradini sud","foto","data ultimo restauro","jobs","jobItems"
"OGIO","ponti","legno","0.14","0.24","2","a cavallette","49.999999999882","Ponte de l'Ogio","legno","6.7","","1","6.6","5.8","MADA02","3","no","Rio de la Madalena","pubblica","9","legno","0.09","OGIO","vuoto","no","no","0","5035566.28356154","2311333.82509843","I primi due scalini della rampa sud sono in trachite e pietra d'Istria, i primi 4 scalini della rampa nord sono in trachite e pietra d'Istria.","0.7","vuoto geometrico","3.5","2.4","0.31","","no","0","1","9.57","215","legno","7","215","","[00003, 00119, 00232]","[]"
"CORRER","ponti","muratura e pietra calcarea","0.13","0.44","2","Sesto Acuto","49.9999999998138","Ponte Correr","metallo","5.5","","1.3","18.2","5.1","MADA02","1","no","Rio de la Madalena","pubblica","8","trachite","0.03","CORRER","pietra calcarea","si","no","0","5035615.89506357","2311326.5106917","","2.4","vuoto decorato","5.5","2.4","0.45","","no","0","0.86","2.29","216","trachite","8","216","","[00003, 00119, 00232]","[]"
"FOSCA","ponti","muratura e pietra calcarea","0.13","0.5","2","Sesto Ribassato","50.0000000002828","Ponte S. Fosca","metallo e pietra calcarea","11.5","","2.3","77","21.3","FOSC02","1","no","Rio de S. Fosca","pubblica","13","trachite","0.03","FOSCA","pietra calcarea","si","no","0","5035681.3738477","2311363.56100656","Due rampe di 2 gradini verso Nord su F.ta Diedo e di 3 gradini verso Sud su F.ta Vendramin.","2.1","vuoto geometrico","11.5","2.6","0.52","","no","0","0.86","5.48","219","trachite","10","219","","[00119, 00232]","[]"
"STORT4","ponti","muratura e pietra calcarea","0.11","0.41","2","Sesto Ribassato","50.0000000000398","Ponte Storto","muratura","7.4","tre scudi a nord ovest","1.7","37.6","5.5","MARC02","1","no","Rio de S. Marcuola","pubblica","10","conglomerato bituminoso","0.27","STORT4","pietra calcarea","si","si","0","5035649.78925783","2311139.25528309","Rampa di 4 gradini sul lato Nord.","2.3","pieno","6.8","2.8","0.43","","no","0","0.85","3.22","224","conglomerato bituminoso","13","224","","[00119, 00232]","[00119PT0002]"
"ANCONE","ponti","muratura e pietra calcarea","0.12","0.42","2","Sesto Acuto","49.9999999998274","Ponte de l'Anconeta","metallo","4.2","","2.8","32.1","8.8","MARC01","1","no","Rio de S. Marcuola","pubblica","10","trachite","0.03","ANCONE","pietra calcarea","si","no","0","5035738.83400533","2311185.59910003","","2.3","vuoto decorato","4.1","2.6","0.46","","no","0","0.95","1.83","225","trachite","11","225","","[00119, 00232]","[00119PT0003]"
"ORTO","ponti","muratura e pietra calcarea","0.12","0.55","2","Sesto Ribassato","50.0000000001292","Ponte de la Madona de l'Orto","muratura","9.7","sei scudi ( tre per lato)","3","32.5","10.2","ORTO02","1","no","Rio de la Madona de l'Orto","pubblica","13","conglomerato bituminoso","0.28","ORTO","pietra calcarea","no","no","0","5035975.88340108","2311404.02526084","","2.6","pieno","9.7","2.6","0.44","","no","0","0.78","3.73","253","conglomerato bituminoso","9","253","","[00156, 00320, 00232, 00179, II519]","[00179PT0002]"
"BRAZZO","ponti","muratura e pietra calcarea","0.12","0.49","2","Sesto Ribassato","50.0000000000507","Ponte Brazzo","metallo e pietra calcarea","7.2","","3","40.2","10.3","BRAZ01","1","no","Rio Brazzo","pubblica","12","conglomerato bituminoso","0.025","BRAZZO","pietra calcarea","no","no","0","5035930.65114892","2311326.63438498","","2.6","vuoto geometrico","7.2","2.6","0.47","","no","0","0.86","2.77","250","conglomerato bituminoso","13","250","","[00232, 00155]","[]"
"MISE5_P1","ponti","muratura e pietra calcarea","0.12","0.54","2","Sesto Ribassato","49.9999999999738","Ponte Privato va al civico 2601/A","muratura","12.2","","4","37.2","13.7","MISE05","1","no","Rio de la Misericordia","privata","11","trachite","0.28","MISE5_P1","pietra calcarea","no","no","0","5035857.59366296","2311252.73991099","Per ciascuna spalletta e' presente un tubo leggermente in rilievo.","2.1","pieno","12.2","2.1","0.56","A","no","2601","0.81","5.81","227","trachite","8","227","","[00101, 00232]","[]"
"ORMESI","ponti","muratura e pietra calcarea","0.13","0.55","2","Sesto Ribassato","49.9999999999536","Ponte dei Ormesini","muratura","11.5","Tra scudi sulla facciata ovest","2","27.2","21.2","MISE02","1","no","Rio de la Misericordia","pubblica","13","trachite","0.26","ORMESI","pietra calcarea","no","no","0","5035934.41050498","2311062.50761304","","1.6","pieno","14","2.8","0.44","","no","0","0.85","7.19","230","trachite","12","230","1/1/1999 1:01:00 AM","[00101, 00232]","[00101PT0006]"
"GHETON","ponti","metallo","0.12","0.33","2","a cavallette","50.0000000001136","Ponte del Gheto Novo","metallo","18.7","","2","30.5","16.4","MISE01","1","no","Rio de la Misericordia","pubblica","15","conglomerato bituminoso","0.07","GHETON","metallo","no","no","0","5035955.47689652","2311005.40246486","Sull'arco e sul corrimanoest vi e' la scritta: Fonderia Veneta S.Rocco VE. Sull'arco e sul corrimano ovest vi e' la scritta:E.G. Neville e Co. 1865.","2.8","vuoto decorato","18.7","2.8","0.45","","no","0","0.86","6.68","231","conglomerato bituminoso","15","231","","[00101, 00232]","[]"
"GUGLIE","ponti","muratura e pietra calcarea","0.13","0.71","2","Sesto Ribassato","49.9999999998713","Ponte de le Guglie","pietra calcarea","16.6","","8","217.6","34.5","CANN03","1","no","Canal de Cannaregio","pubblica","16","trachite","0.37","GUGLIE","pietra calcarea","no","no","0","5035737.3542588","2310849.59818057","Presenza di rampa per handicappati.","3.8","colonnette","16.6","3.8","0.92","","no","0","1.05","4.37","258","trachite","15","258","","[00383, 00315, 00232]","[]"
"GHETOV","ponti","metallo","0.13","0.27","2","Piano","50.0000000000834","Ponte del Gheto Vechio","metallo","8","","2","13.6","19.3","GHET01","1","no","Rio del Ghetto Nuovo","pubblica","9","legno","0.04","GHETOV","pietra calcarea","no","no","0","5035916.42358597","2310918.24805173","Rampe in trachite. Sommità in legno e ferro.","2.2","vuoto geometrico","8","2.2","0.4","","no","0","0.8","3.64","238","trachite","8","238","","[00101, 00232]","[]"
"TURLON","ponti","legno","0.17","0.25","2","a cavallette","50.0000000003535","Ponte Turlona","legno","5.4","","2","18.7","11.3","SENS02","3","no","Rio de la Sensa","pubblica","13","legno","0.1","TURLON","vuoto","no","no","0","5036081.68527825","2310967.81614487","La rampa sud ha i primi 2 scalini in pietra, la rampa nord ha i primi 3 scalini in pietra.","2.7","vuoto geometrico","5.4","2.7","0.39","","no","0","0.9","2","247","legno","12","247","","[00003, 00232, 00155]","[]"
"GIROLA","ponti","muratura e pietra calcarea","0.13","0.3","2","Sesto Ribassato","49.9999999996836","Ponte S. Girolamo","muratura","10.5","","4.8","58","16.6","GIRO01","1","no","Rio de S. Girolamo","pubblica","12","trachite","0.28","GIROLA","pietra calcarea","si","no","0","5036000.09925314","2310903.85013274","","1.4","pieno","14.3","2.9","0.54","","no","0","1.07","7.5","232","trachite","10","232","","[00101, 00232]","[00101PT0010]"
"BONAVE","ponti","muratura e pietra calcarea","0.14","0.54","2","Sesto Ribassato","50.0000000000067","Ponte de S. Bonaventura","muratura","11","tre scudi a est un mascherone a ovest","4","37.6","14.8","ALVI01","1","no","Rio de S. Alvise","pubblica","5","conglomerato bituminoso","0.27","BONAVE","pietra calcarea","no","no","0","5036173.61953081","2310965.73809466","Spalletta intonacata.","2.8","pieno","11","2.8","0.51","","no","0","0.84","3.93","256","conglomerato bituminoso","15","256","","[00156, 00320, 00232, 00468, 00179, II519]","[00179PT0003, 00179PT0006]"
"SENSA","ponti","legno","0.15","0.53","2","Policentrico","49.9999999998924","Ponte Contarini o de la Sensa","legno","10.6","","2","27.4","12.4","SENS01","1","no","Rio de la Sensa","pubblica","15","legno","0.12","SENSA","vuoto","no","no","0","5036155.75259124","2310829.5268546","I primi due gradini delle rampe sono in pietra d'Istria.","3.2","vuoto geometrico","10.6","3.2","0.38","","no","0","0.96","3.31","248","legno","16","248","","[00003, 00232, 00155]","[]"
"CAPUZI","ponti","legno","0.17","0.28","2","a cavallette","49.9999999997042","Ponte de le Capuccine","legno","4.3","","2","24.3","14.2","GIRO01","3","no","Rio de S. Girolamo","pubblica","11","legno","0.11","CAPUZI","vuoto","no","no","0","5036054.49993484","2310766.49266655","I primi scalini a nord e a sud sono in pietra d'Istria.","2.6","vuoto geometrico","4.3","2.6","0.45","","no","0","0.91","1.65","233","legno","11","233","","[00101, 00232]","[]"
"NOV3","ponti","legno lamellare","0.15","0.41","2","Sesto Ribassato","49.9999999999689","Ponte Novo","legno","13.9","","2","21.1","16.4","BATE01","1","no","Rio del Batelo","pubblica","18","legno","0.22","NOV3","vuoto","no","no","0","5036093.03333445","2310536.38159649","Primi due gradini nord e I primi tre sud sono in Pietra d'Istria massello.","3.2","vuoto geometrico","13.9","3.2","0.37","","no","0","1.07","4.34","235","legno","12","235","1/1/1999 1:01:00 AM","[00101, 00118, 00232]","[00101PT0001]"
"BATELO","ponti","legno","0.14","0.31","2","a cavallette","49.9999999998593","Ponte del Batelo","legno","4.9","","2","12.3","8.9","BATE01","2","no","Rio del Batelo","pubblica","11","legno","0.09","BATELO","vuoto","no","no","0","5035980.89254307","2310695.67403662","","2.5","vuoto geometrico","4.9","2.5","0.35","","no","0","0.9","1.96","236","trachite e legno","11","236","","[00101, 00118, 00232]","[]"
"MORO2","ponti","legno lamellare","0.14","0.87","2","Sesto Ribassato","49.9999999998823","Ponte Moro","legno","15","","2.9","49.2","24.5","MORO01","1","no","Rio de Ca'Moro","pubblica","15","legno","0.13","MORO2","legno","no","si","0","5036145.44435695","2310554.22643988","I primi 4 gradini della rampa nord hanno alzata in pietra calcarea e pedata in trachite.","1.3","vuoto geometrico","10.3","2.4","0.47","","no","0","1","11.54","234","legno","14","234","","[00327, 00101, 00232]","[00327PT0002]"
"SAPONE","ponti","muratura e pietra calcarea","0.14","0.73","2","Sesto Ribassato","50.0000000001304","Ponte de le Saponete","muratura","8","","5","52.3","20.4","GIOB01","1","no","Canal de Cannaregio","pubblica","12","trachite","0.4","SAPONE","pietra calcarea","no","no","0","5035965.31521131","2310458.27329858","Corrimano rotto.","2.4","pieno","8","2.4","0.44","","no","0","0.88","3.33","260","trachite","12","260","","[00232, II504]","[]"
"3ARCHI","ponti","muratura e pietra calcarea","0.14","0.74","2","Sesto Ribassato","49.9999999999133","Ponte dei Tre Archi","muratura","10","18 scudi, 4 nicchie, 2 targhe restauro","5","99.3","27.6","CANN02","3","no","Canal de Cannaregio","pubblica","26","trachite","0.5","3ARCHI","pietra calcarea","no","no","0","5035962.01577648","2310480.81024731","Scritte spray, ipotenusa nord non rilevabile.","4.4","pieno","10","4.4","0.37","","no","0","0.89","2.27","259","trachite","26","259","1/1/1980 1:01:00 AM","[00232]","[]"
"BATE1_P1","ponti","metallo","0.17","0.27","2","Piano","49.9999999997392","Ponte Privato va al civico 1104/C/D","metallo","10.1","","2","6.4","21.4","BATE01","1","no","Rio del Batelo","privata","0","legno","0.035","BATE1_P1","pietra calcarea","no","no","0","5035932.73079271","2310802.52044891","Non esiste la rampa nord.","2.5","vuoto geometrico","10.1","2.5","0.35","C/D","no","1104","0.96","4.04","237","pietra calcarea","9","237","","[00101, 00232]","[]"
"PRIULC","ponti","legno","0.16","0.28","2","a cavallette","49.9999999999983","Ponte Priuli ai Cavalletti","legno","6.7","","2","11.4","7.7","CREA01","1","no","Rio de la Crea","pubblica","8","legno","0.11","PRIULC","legno","no","no","0","5035679.21421763","2310419.53250652","Il primo scalino della rampa nord e' in pietra d'Istria, cartello con divieto d'accesso.","2.7","vuoto geometrico","6.7","2.7","0.3","","no","0","0.95","2.48","266","legno","10","266","","[00009, 00346, 00232, II498, II504]","[]"
"TRAVER","ponti","metallo","0","0.95","0","Piano","106.88115352554","Ponte delle Traversine","metallo","61.84","","10.1","0","630.61","GRAN01","4","no","Canal Grande","pubblica","0","metallo","0.05","TRAVER","non rilevato","no","no","0","5035547.73676129","2310153.4633838","Larghezza navigabile e franco misurate nella campata più larga, anche se laterale","0","vuoto geometrico","19.91","3.92","0","","no","0","1.02","","6","non rilevato","0","558","","[232/1, 00232, 00517]","[]"
"TORETE","ponti","muratura e pietra calcarea","0.13","0.5","2","Sesto Ribassato","50.0000000004127","Ponte de le Torete","muratura","4.6","","4","36.8","13.6","TRTE01","1","no","Rio de le Torete","pubblica","9","trachite","0.35","TORETE","pietra calcarea","si","no","0","5035998.75948263","2310930.45247324","Restauro in corso.","2","pieno","4.6","2","0.46","","no","0","0.78","2.3","240","trachite","9","240","1/1/1999 1:01:00 AM","[00101, 00232]","[00101PT0011]"
"PARAD2","ponti","muratura e pietra calcarea","0.135","0.44","2","Sesto Ribassato","49.999999999803","Ponte del Paradiso","muratura","5.5","","3","23.3","7.9","MOND01","1","no","Rio del Mondo Novo","pubblica","9","trachite","0.275","PARAD2","pietra calcarea","no","no","0","5035022.64668124","2311955.79705533","","2.3","pieno","5.5","2.3","0.415","","no","0","0.86","2.39","107","trachite","10","107","","[00103, 00129, 00183, 00232]","[]"
"PRETI","ponti","muratura e pietra calcarea","0.13","0.48","2","Sesto Ribassato","49.9999999997502","Ponte dei Preti","muratura","8.9","tre scudi sul lato est","2","20.5","6.9","PEST02","1","no","Rio del Pestrin","pubblica","10","trachite","0.28","PRETI","pietra calcarea","no","no","0","5035019.5872053","2311966.49241665","","2.5","pieno","8.9","2.5","0.45","","no","0","0.82","3.56","113","trachite","12","113","","[00162, 00103, 00129, 00183, 00232, 00181]","[00103PT0016]"
"QUERIN","ponti","muratura e pietra calcarea","0.14","0.49","2","Sesto Ribassato","50.0000000000019","Ponte Querini","metallo","7","","1","8.7","7.8","FORM01","1","no","Rio de S.M. Formosa","pubblica","7","trachite","0.035","QUERIN","pietra calcarea","no","no","0","5034900.59758706","2312026.96202702","","2.5","vuoto decorato","7","2.5","0.445","","no","0","1.02","2.8","98","trachite","12","098","1/1/1992 1:01:00 AM","[00103, 00232]","[]"
"GIUFFA","ponti","muratura e pietra calcarea","0.13","0.51","2","Sesto Ribassato","49.9999999999657","Ponte de Ruga Giuffa","metallo","6.9","","2","23.3","8.7","FORM01","1","no","Rio de S.M. Formosa","pubblica","10","trachite","0.04","GIUFFA","pietra calcarea","si","no","0","5034951.24891098","2312083.18482844","","2","vuoto decorato","6.9","2","0.5","","no","0","0.87","3.45","103","trachite","12","103","","[00103, 00232]","[]"
"GIUSTINA","ponti","muratura e pietra calcarea","0.125","0.82","2","Sesto Ribassato","49.9999999995899","Ponte S. Giustina","muratura","12.1","tre scudi ad ovest","1.7","59","11.5","GIUS01","1","no","Rio de S. Giustina","pubblica","15","conglomerato bituminoso","0.42","GIUSTINA","pietra calcarea","si","no","0","5035077.16734238","2312413.9493911","Il nome del ponte è Zon","2.66","pieno","12.1","3.1","0.47","","si","0","0.9","4.55","135","conglomerato bituminoso","17","135","","[00104, 00232]","[00104PT0041]"
"DPIETA","ponti","muratura e pietra calcarea","0.13","0.43","2","Sesto Ribassato","49.9999999997122","Ponte drio La Pietà","metallo","6.7","","2","23.3","6.8","PIET01","1","no","Rio de la Pietà","pubblica","11","conglomerato bituminoso","0.05","DPIETA","pietra calcarea","si","no","0","5034690.47357925","2312389.31789998","Vegetazione nei lati est ed ovest.","2.5","vuoto decorato","6.7","2.5","0.5","","no","0","0.87","2.68","130","conglomerato bituminoso","11","130","","[00104, 00232]","[00104PT0042]"
"SEPOLC","ponti","muratura e pietra calcarea","0.13","0.48","2","Sesto Ribassato","49.9999999998929","Ponte del S. Sepolcro","pietra calcarea","9.05","","8.95","135","50","PIET01","1","no","Rio de la Pietà","pubblica","11","conglomerato bituminoso","0.27","SEPOLC","pietra calcarea","si","no","0","5034605.17818952","2312367.38292615","","2.4","colonnette","9.05","2.7","0.49","","no","0","1.07","3.77","129","conglomerato bituminoso","11","129","","[00104, 00232]","[00104PT0108]"
"PIETA","ponti","muratura e pietra calcarea","0.15","0.6","2","Policentrico","50.0000000002893","Ponte de la Pietà","pietra calcarea","11.15","","9.1","165.5","61.4","GREC01","1","no","Rio dei Greci","pubblica","14","conglomerato bituminoso","0.28","PIETA","pietra calcarea","si","no","0","5034616.98616693","2312289.36533676","","2.78","vuoto geometrico","11","2.9","0.46","","no","0","1.03","4.01","125","conglomerato bituminoso","13","125","","[00136, 00232]","[00136PT0002]"
"MARNOV","ponti","muratura e pietra calcarea","0.13","0.39","2","Sesto Ribassato","49.9999999998973","Ponte S. Maria Nova","muratura","6","tre scudi","2","19.4","4.9","MIRA01","1","no","Rio dei Miracoli","pubblica","11","trachite","0.255","MARNOV","pietra calcarea","no","no","0","5035265.99499804","2311918.69726292","","2.4","pieno","6","2.4","0.4","","no","0","0.86","2.5","188","trachite","12","188","1/1/1992 1:01:00 AM","[00103, 00232, II501]","[]"
"MIRACO","ponti","muratura e pietra calcarea","0.12","0.4","2","Sesto Ribassato","49.9999999998657","Ponte dei Miracoli","muratura","4.5","","1","14","46.8","MIRA01","1","no","Rio dei Miracoli","pubblica","11","trachite","0.29","MIRACO","pietra calcarea","no","no","0","5035220.88272533","2311885.4649529","N2 e' per circa 37 cm in ferro decorato sul lato nord-est.","2.2","pieno","4.5","2.2","0.43","","no","0","0.92","2.05","187","trachite","11","187","1/1/1992 1:01:00 AM","[00103, 00232, II501]","[]"
"MORI","ponti","muratura e pietra calcarea","0.12","0.5","2","Sesto Ribassato","50.0000000000713","Ponte dei Mori","metallo","10.2","","4","44.1","14.6","SENS05","1","no","Rio de la Sensa","pubblica","12","conglomerato bituminoso","0.03","MORI","pietra calcarea","no","no","0","5035899.99639978","2311366.14207667","","2.8","vuoto geometrico","10.2","2.8","0.44","","no","0","0.87","3.64","244","conglomerato bituminoso","16","244","","[00003, 00232, 00155]","[]"
"ALVISE","ponti","legno","0.13","0.36","2","a cavallette","50.0000000001618","Ponte S. Alvise","legno","11.7","","3","38.6","25","ALVI01","3","no","Rio de S. Alvise","pubblica","13","legno","0.16","ALVISE","legno","no","no","0","5036110.80029113","2311115.6463241","I primi 7 scalini della rampa nord e i primi 7 della rampa sud sono in pietra.","2.5","vuoto geometrico","11.7","2.5","0.53","","no","0","1","4.68","255","legno","13","255","","[00156, 00320, 00232, 00179, II519]","[00179PT0004]"
"FORNO2","ponti","muratura e pietra calcarea","0.13","0.58","2","Sesto Ribassato","49.9999999998519","Ponte del Forno","metallo e pietra calcarea","10.4","","1","11.6","10.1","SENS03","1","no","Rio de la Sensa","pubblica","10","conglomerato bituminoso","0.03","FORNO2","pietra calcarea","no","no","0","5035976.51329319","2311197.36647122","","2.4","vuoto geometrico","10.4","2.4","0.49","","no","0","0.84","4.33","245","conglomerato bituminoso","10","245","","[00003, 00356, 00232, 00155]","[]"
"LOREDA","ponti","legno","0.16","0.3","2","a cavallette","50.0000000002477","Ponte Loredan","legno","9.7","","3","33.9","11.5","ORTO01","3","no","Rio de la Madona de l'Orto","pubblica","11","legno","0.09","LOREDA","legno","no","no","0","5036041.54215438","2311260.06256382","I primi 2 scalini della rampa nord e i primi 4 della rampa sud sono in pietra. Il primo scalino scendendo della rampa nord presenta un tubo sporgente.","2.4","vuoto geometrico","9.7","2.4","0.48","","no","0","0.9","4.04","254","legno","10","254","","[00156, 00320, 00232, 00179, II519]","[00179PT0005]"
"LORED2","ponti","legno","0.16","0.36","2","a cavallette","49.9999999999642","Ponte Loredan","legno","6.3","","3","28.6","20.1","MISE02","3","no","Rio de la Misericordia","pubblica","11","legno","0.15","LORED2","vuoto","no","no","0","5035908.44495263","2311129.05469546","Il primo scalino della rampa nord e quello della rampa sud sono in trachite e Pietra d'Istria.","2.5","vuoto geometrico","6.3","2.5","0.44","","no","0","0.97","2.52","229","legno","11","229","","[00101, 00232]","[]"
"ASEO","ponti","muratura e pietra calcarea","0.1","0.49","2","Sesto Ribassato","50.0000000000941","Ponte de l'Aseo","muratura","9.6","","3","26.1","9.8","MISE03","1","no","Rio de la Misericordia","pubblica","12","conglomerato bituminoso","0.275","ASEO","pietra calcarea","no","no","0","5035884.62903206","2311192.00642127","Ponte in restauro.","2.2","pieno","9.6","2.2","0.41","","no","0","0.83","4.36","228","conglomerato bituminoso","12","228","","[00101, 00232]","[00101PT0004]"
"LUSTRA","ponti","muratura e pietra calcarea","0.12","0.43","2","Sesto Ribassato","49.9999999998558","Ponte dei Lustraferi","muratura","5","","3","27.5","10.9","LUST01","1","no","Rio dei Lustraferi","pubblica","10","trachite","0.345","LUSTRA","pietra calcarea","no","no","0","5035886.80865872","2311204.63964682","Restauro in corso.","2","pieno","5","2","0.43","","no","0","0.84","2.5","241","trachite","9","241","","[00232, 00155]","[]"
"SUFFRA","ponti","muratura e pietra calcarea","0.12","0.36","2","Sesto Ribassato","49.9999999997119","Ponte del Suffragio o del Cristo","muratura","6.9","tre scudi e due bugne ad ovest, due bugne ad est","3","30","6.9","VIGN01","1","no","Rio de S. Francesco de la Vigna","pubblica","12","conglomerato bituminoso","0.26","SUFFRA","pietra calcarea","si","no","0","5034979.64404717","2312658.95315375","Vegetazione su alcuni scalini.","2.7","pieno","6.9","2.7","0.42","","si","0","0.83","2.56","142","conglomerato bituminoso","12","142","","[00003, 00115, 00232, 00447]","[]"
"CADIO","ponti","muratura e pietra calcarea","0.135","0.6","2","Policentrico","49.999999999878","Ponte de la Ca' de Dio","metallo e pietra calcarea","10.1","","10","146.7","47.8","DIO001","1","no","Rio de la Ca' di Dio","pubblica","12","conglomerato bituminoso","0.06","CADIO","pietra calcarea","no","no","0","5034546.94816376","2312575.12197192","","2.7","vuoto decorato","10.1","2.7","0.6","","no","0","0.97","3.74","143","conglomerato bituminoso","12","143","","[00003, 00115, 00232]","[00115PT0013]"
"ERIZZO","ponti","muratura e pietra calcarea","0.13","0.53","2","Sesto Ribassato","50.0000000001889","Ponte Erizzo","muratura","7","tre scudi ad est","2","15.5","14.1","DIO001","1","no","Rio de la Ca' di Dio","pubblica","13","trachite","0.27","ERIZZO","pietra calcarea","no","no","0","5034650.94035091","2312629.05232114","","2.4","pieno","7","2.4","0.395","","no","0","0.88","2.92","144","trachite","9","144","","[00003, 00115, 00232]","[00115PT0012]"
"STORT5","ponti","metallo","0.13","0.3","2","a cavallette","49.9999999998172","Ponte Storto","metallo","14.2","","2","11.8","14.2","DIO001","1","no","Rio de la Ca' di Dio","pubblica","10","conglomerato bituminoso","0.04","STORT5","metallo","no","no","0","5034698.26224513","2312622.10074857","All'esterno della spalletta c'e' una banda di metallo che unisce i pilastri delle due sponde.","2.4","vuoto geometrico","14.2","2.4","0.37","","no","0","0.97","5.92","145","conglomerato bituminoso","10","145","","[00003, 00115, 00232]","[00115PT0011]"
"PENINI","ponti","metallo","0.15","0.21","2","Sesto Ribassato","49.9999999999476","Ponte dei Penini","metallo","5.2","","2","14.7","7","MRTI01","1","no","Rio de San Martin","pubblica","6","conglomerato bituminoso","0.03","PENINI","metallo","no","no","0","5034700.86179985","2312643.43374759","Tubature sui lati est ed ovest.","0.9","vuoto decorato","5.2","2.2","1","","no","0","1.1","5.78","155","conglomerato bituminoso","6","155","","[00322, 00115, 00232, 00447]","[00322PT0044, 00115PT0010]"
"MRTI2_P2","ponti","muratura e pietra calcarea","0.15","0.32","2","Policentrico","50.0000000002443","Ponte Privato de l'Arsenal detto de l' Inferno","metallo e pietra calcarea","","","2","4.7","3.9","MRTI02","1","no","Rio de San Martin","pubblica","2","conglomerato bituminoso","0.06","MRTI2_P2","pietra calcarea","no","no","0","5034695.99263389","2312675.01681146","","1.1","vuoto decorato","3.5","1.94","0.31","","no","2427","1.03","","154","pietra calcarea","7","154","","[00115, 00232, 00447]","[]"
"MRTI2_P1","ponti","muratura e pietra calcarea","0.14","0.3","2","Policentrico","49.9999999998557","Ponte Privato de l'Arsenal detto del Purgatorio","pietra calcarea","3.78","","2","6.1","3.2","MRTI02","1","no","Rio de San Martin","pubblica","4","conglomerato bituminoso","0.26","MRTI2_P1","pietra calcarea","si","no","0","5034694.39290791","2312693.90067994","","1.1","colonnette","3.3","1.94","0.3","","no","0","0.85","","153","pietra calcarea","5","153","","[00232, 00447]","[]"
"PIERO","ponti","metallo","0.12","0.47","2","a cavallette","61.8976597648222","Ponte S. Piero","metallo","52.5","","3","21.1","150.6","PIER02","5","no","Canal de S. Piero","pubblica","8","legno","0.04","PIERO","pietra calcarea","no","no","0","5034633.01342916","2313375.29898023","Le rampe di accesso sono in mattoni e pietra d'Istria. Presenza di passacavi in metallo all'esterno a nord-ovest.","1.9","vuoto geometrico","12","3.3","0.5","","no","0","0.88","27.63","175","trachite","7","175","","[00385, 00160, 00411, 00413, 00232, 00169, II497, 00218, 00220]","[00411PT0001]"
"DOMENE","ponti","muratura e pietra calcarea","0.12","0.62","2","Sesto Ribassato","50.0000000002692","Ponte S. Domenego","pietra calcarea","10.9","uno scudo, due angeli con ancore sui lati est ed o","8","142.6","33.7","ISEP02","1","no","Rio de S. Isepo","pubblica","20","conglomerato bituminoso","0.345","DOMENE","pietra calcarea","no","no","0","5034158.74465923","2313073.35098935","Presenza di vegetazione sugli scalini.","3.6","colonnette","10.9","3.6","0.45","","no","0","0.92","3.03","166","conglomerato bituminoso","20","166","","[00160, 00232, 00169, 00386, II496, II497, 00218, 00220]","[]"
"SCALZI","ponti","muratura e pietra calcarea","0.15","0.86","2","Sesto Ribassato","71.7479736980378","Ponte degli Scalzi","pietra calcarea","40.33","3 fregi per lato sulla sommità dell'arco","6.3","134.7","95","GRAN04","1","no","Canal Grande","pubblica","39","trachite","0.5","SCALZI","pietra calcarea","no","no","1934","5035465.24587838","2310620.39815873","","7.04","colonnette","39.2","7.3","0.4","","no","0","1","5.73","5","trachite","39","005","2/2/2000 1:01:00 AM","[00332, 232/1, 00308, 00133, 00184, 00232, 00517]","[00332PT0043]"
"PROVOL","ponti","muratura e pietra calcarea","0.125","0.41","2","Sesto Ribassato","50.0000000000748","Ponte S. Provolo","metallo","4.3","","3","25.7","9.6","VIN001","1","no","Rio del Vin","pubblica","12","conglomerato bituminoso","0.035","PROVOL","pietra calcarea","no","no","0","5034727.55722718","2312117.82724406","","2.4","vuoto decorato","4.3","2.4","0.45","","no","0","0.96","1.79","87","conglomerato bituminoso","10","087","","[00232, 00425, 00431]","[00431PA0002]"
"MENDIC","ponti","muratura e pietra calcarea","0.12","0.66","2","Policentrico","50.0000000001325","Ponte dei Mendicanti","metallo e pietra calcarea","10.3","","5","97.5","31","MEND01","1","no","Rio dei Mendicanti o de S. Zanipolo","pubblica","15","conglomerato bituminoso","0.04","MENDIC","pietra d'Istria e rosso di Verona","no","no","0","5035493.66600022","2312179.3606177","Presenza di vegetazione sul lato esterno e sui gradini.","3.2","vuoto geometrico","10.3","3.2","0.6","","no","0","0.95","3.22","84","conglomerato bituminoso","15","084","","[00157, 00232, 00180]","[]"
"MOLIN","ponti","muratura e pietra calcarea","0.13","0.58","2","Sesto Ribassato","50.0000000000645","Ponte Molin de la Racheta","muratura","7.2","tre scudi","2","29.1","11.6","CATE01","1","no","Rio de S. Caterina","pubblica","16","conglomerato bituminoso","0.27","MOLIN","pietra calcarea","no","no","0","5035674.65499857","2311649.50730512","","2.8","pieno","7.2","2.8","0.4","","no","0","0.78","2.57","200","conglomerato bituminoso","15","200","","[00346, 00232, 00189, II502]","[]"
