"id","polygon"
"2490","LINESTRING (12.339097040768499 45.438843634795724, 12.33939222808708 45.43879011426743)"
"2491","LINESTRING (12.328373146454501 45.43965540965789, 12.32827270082264 45.43937272489522)"
"2492","LINESTRING (12.332518175342152 45.43354242372252, 12.332794492418753 45.43365925211453)"
"2493","LINESTRING (12.314317552724804 45.43731568883918, 12.314113563812617 45.43709571492322)"
"2494","LINESTRING (12.312983566121385 45.43583901019633, 12.31278513098314 45.43561401353878)"
"2495","LINESTRING (12.311527918135923 45.43414908378818, 12.311336153899465 45.433918375145915)"
"3119","LINESTRING (12.341238639271241 45.37441621086161, 12.341491172281208 45.3745781586275)"
"3120","LINESTRING (12.342560120005428 45.37559075659027, 12.342748765394914 45.37582402235506)"
"2496","LINESTRING (12.322253950902601 45.44075570680256, 12.322507083559975 45.44091671567739)"
"2497","LINESTRING (12.321278086470548 45.439984743037535, 12.321069495064949 45.43976912850761)"
"2498","LINESTRING (12.338791594972289 45.441070066440005, 12.338901669788463 45.44134914265692)"
"2499","LINESTRING (12.338958342482146 45.44154150700939, 12.339015764135445 45.44183596032272)"
"2500","LINESTRING (12.339051900859811 45.440633105776634, 12.339249426062842 45.44040730986399)"
"2505","LINESTRING (12.339546035670299 45.44009521986948, 12.339562600775054 45.43979567755643)"
"2501","LINESTRING (12.336378544524349 45.434631026528166, 12.336622670197487 45.4344566629548)"
"2502","LINESTRING (12.337517957513866 45.43438698038649, 12.3377927868832 45.43450726678536)"
"2503","LINESTRING (12.324511451078795 45.436685566715234, 12.324771930768378 45.4365367368415)"
"3122","LINESTRING (12.346763844291656 45.45813359124852, 12.34704846262718 45.45803876296643)"
"3123","LINESTRING (12.351407526210018 45.45691209212095, 12.35164498309662 45.45672875028992)"
"3124","LINESTRING (12.354317146479332 45.45581086722113, 12.35461713846692 45.45580867464693)"
"2504","LINESTRING (12.33883009144553 45.4336026213284, 12.338945717283902 45.433325798884404)"
"3125","LINESTRING (12.417140460513686 45.485998976522275, 12.417389397600878 45.48583155392338)"
