"primary_address_id","wiki_friendly_title","store_name","store_type","nace_code","ateco_code","ethnic_ownership","corporate_ownership","opening_time_am","closing_time_am","opening_time_pm","closing_time_pm","closed_for_lunch","day_closed","opened_in_year","last_known_open_year","year_data_collected","photo_year_1","photo_url_1","photo_year_2","photo_url_2","photo_year_3","photo_url_3","photo_year_4","photo_url_4","photo_year_5","photo_url_5","photo_year_6","photo_url_6","photo_year_7","photo_url_7","photo_year_8","photo_url_8","photo_year_9","photo_url_9","photo_year_10","photo_url_10","photo_year_11","photo_url_11","photo_year_12","photo_url_12","photo_year_13","photo_url_13","photo_year_14","photo_url_14","photo_year_15","photo_url_15"
"0319000769_","Store 0319000769_ - (2004)","","Bakery","10.71","10.71.1","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319000780_","Store 0319000780_ - (2004)","","Bakery","10.71","10.71.1","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319002918_","Store 0319002918_ - (2004)","","Bakery","10.71","10.71.1","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319003504_","Store 0319003504_ - (2004)","","Bakery","10.71","10.71.1","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319003604_","Store 0319003604_ - (2004)","","Bakery","10.71","10.71.1","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319004829_","Store 0319004829_ - (2004)","","Bakery","10.71","10.71.1","","","","","","","","","2004","2004","2004","2004","https://lh6.googleusercontent.com/-btCHeLROhi4/TtY09PYDKlI/AAAAAAAACrA/OZ85L7_Gzm0/s144/IMG_3070.JPG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319004830_","Store 0319004830_ - (2004)","","Bakery","10.71","10.71.1","","","","","","","","","2004","2004","2004","2004","https://lh4.googleusercontent.com/-FiBEU-dkKa4/TtY08HppmDI/AAAAAAAACq0/UPhOUC9Tqek/s144/IMG_3069.JPG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005183A","Store 0319005183A - (2004)","","Bakery","10.71","10.71.1","","","","","","","","","2004","2004","2004","2004","https://lh5.googleusercontent.com/-06qZ2FB5EyM/TsEpUBYnJ5I/AAAAAAAAA7Q/yMVtyaZ2S8k/s512/IMG_1958.JPG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005785A","Store 0319005785A - (2004)","","Bakery","10.71","10.71.1","","","","","","","","","1945","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005991_","Store 0319005991_ - (2004)","","Bakery","10.71","10.71.1","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319006661_","Store 0319006661_ - (2004)","","Bakery","10.71","10.71.1","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319006808_","Store 0319006808_ - (2004)","","Bakery","10.71","10.71.1","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1561000888_","Store 1561000888_ - (2004)","","Bakery","10.71","10.71.1","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1561001201_","Store 1561001201_ - (2004)","","Bakery","10.71","10.71.1","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600001035_","Store 1600001035_ - (2004)","","Bakery","10.71","10.71.1","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600004772_","Store 1600004772_ - (Psticceria Marchini Venezia, 2004)","Psticceria Marchini Venezia","Bakery","10.71","10.71.1","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1621002450_","Store 1621002450_ - (Panificio, 2004)","Panificio","Bakery","10.71","10.71.1","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0278000521_","Store 0278000521_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
